index|lemma|human_readable_pos|definition|synset_key_name|example|new_sentence
3207|hear|verb|get to know or become aware of, usually accidentally|learn.v.02|So i have heard''.|I was surprised to hear that they had broken up.
3208|hear|verb|get to know or become aware of, usually accidentally|learn.v.02|So i have heard''.|Have you heard about the new restaurant that just opened downtown?
3209|hear|verb|get to know or become aware of, usually accidentally|learn.v.02|So i have heard''.|I just heard that John and Sarah are getting married.
3210|hear|verb|get to know or become aware of, usually accidentally|learn.v.02|So i have heard''.|I heard that she got a promotion at work.
3211|hear|verb|get to know or become aware of, usually accidentally|learn.v.02|So i have heard''.|I hear he's finally decided to retire.
3212|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I always love to hear from my dear grandmother over the phone.
3213|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I finally heard back from the job interview I had last week.
3214|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I was thrilled to finally hear from my long-lost friend after months of no contact.
3215|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I heard from my best friend that he got the job.
3216|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|Did you hear back from the department about your application status?
3217|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I finally heard back from the job interviewer and they offered me the position.
3218|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I'm happy to hear from my old friend again after so many years.
3219|hear|verb|receive a communication from someone|hear.v.04|We heard nothing from our son for five years|I heard back from the hiring manager today regarding my job application.
